split,class,H,C,V,HF,HI,severity
train,正常,1.2429100275039673,0.9012725949287415,0.7223557233810425,0.13722743093967438,36.192169189453125,0
train,正常,1.2681955099105835,0.8876196146011353,0.6912676095962524,0.4098956286907196,38.58039474487305,0
train,正常,1.239221215248108,0.8945492506027222,0.7994639277458191,0.2719426453113556,37.12253952026367,0
train,正常,1.235846757888794,0.9046252369880676,1.0474469661712646,0.7476617693901062,40.2523193359375,0
train,正常,1.233115553855896,0.8965046405792236,0.9841153025627136,0.19534818828105927,37.05412292480469,0
train,正常,1.3854491710662842,0.8655617237091064,0.8820016980171204,0.5116945505142212,44.35665512084961,0
train,正常,1.3622184991836548,0.8716226816177368,0.8157262802124023,0.38354402780532837,42.522987365722656,0
train,正常,1.266616702079773,0.860812783241272,0.8888885974884033,0.4421405792236328,39.37841796875,0
train,正常,1.3108752965927124,0.8760291934013367,1.0329936742782593,0.1601049154996872,39.91587829589844,0
train,正常,1.530379056930542,0.9271923303604126,1.086664080619812,0.4016038775444031,50.334197998046875,0
train,正常,1.5375776290893555,0.9489855766296387,1.09055757522583,0.8866955637931824,53.00706100463867,0
train,正常,1.565158486366272,0.971052348613739,1.5039360523223877,1.325785517692566,56.9533576965332,0
train,正常,1.597838282585144,0.9751051664352417,1.1382153034210205,0.12449987977743149,51.62265396118164,0
train,正常,1.4732283353805542,0.919086217880249,1.1094611883163452,0.4370952546596527,48.24165344238281,0
train,正常,1.5469231605529785,0.9586158394813538,1.2634632587432861,0.5565271973609924,52.31026840209961,0
train,正常,1.6449953317642212,0.9861458539962769,1.30510413646698,1.092886209487915,58.76066970825195,0
train,正常,1.3638817071914673,0.9482054114341736,0.524601936340332,0.10232584178447723,39.87665939331055,0
train,正常,1.411269187927246,0.9512460827827454,1.008073091506958,0.3268042802810669,44.79951095581055,0
train,正常,1.6257925033569336,0.9825001955032349,0.943394124507904,0.17773978412151337,52.471981048583984,0
train,正常,1.2707202434539795,0.9427893161773682,0.5870608687400818,0.1379612386226654,36.72294616699219,0
train,正常,1.2380428314208984,0.9115152359008789,0.5505755543708801,0.44210782647132874,37.102169036865234,0
train,正常,1.281733751296997,0.9485610127449036,0.5915831327438354,0.057319775223731995,36.65720748901367,0
train,正常,1.2451462745666504,0.9170111417770386,0.5416611433029175,0.3142160177230835,36.626949310302734,0
train,正常,0.9751315116882324,0.8995835185050964,0.9560781717300415,0.515372097492218,30.7074031829834,0
train,正常,1.090993881225586,0.8946101665496826,0.751427173614502,0.11693499982357025,31.040504455566406,0
train,正常,1.1569684743881226,0.9006324410438538,0.5672769546508789,0.24842685461044312,33.25566864013672,0
